id,title,genres,release_date,director,cast,vote_average,vote_count,popularity,runtime,overview,keywords,status,spoken_languages,production_companies,production_countries,budget,revenue
1259,Resident Evil: Apocalypse,"['Horror', 'Action', 'Science Fiction']",2004-09-10,['Alexander Witt'],"['Milla Jovovich', 'Sienna Guillory', 'Oded Fehr', 'Thomas Kretschmann', 'Sophie Vavasseur', 'Razaaq Adoti', 'Jared Harris', 'Mike Epps', 'Sandrine Holt', 'Matthew G. Taylor', 'Zack Ward', 'Iain Glen', 'Dave Nichols', 'Stefan Hayes', 'Geoffrey Pounsett', 'Shaun Austin-Olsen', 'Geny Walters', 'Megan Fahlenbock', 'Robert Morelli', 'Aaron Abrams', 'Chris Benson', 'Martin Martinuzzi', 'Brad Borbridge', 'Frank Chiesurin', 'Ron Benjamin', 'Kevin Hare', 'Heather Dick', 'Alex Courey', 'John Detoro', 'Billy Khoury', 'Sava Drayton', 'Nicole Ann St. Hill', 'Ricardo Betancourt', 'Ted Ludzik', 'Michelle Latimer', 'Catherine Burdon', 'Rebecca Sims', 'Christopher Weedon', 'Billy Parrott', 'Derek Aasland', 'Richard Harte', 'Simon Girard', 'Dean Copkov', 'Jeff White', 'Tim Burd', 'Natalie Charles', 'Pierre Henry', 'Jim Codrington', 'Deborah Valente', 'Malcolm Fiddick', 'Malcolm Xerxes', 'Michy Gustavia', 'Shane Mackinnon', 'Ed Fielding', 'Stephen R. Hart', 'Sandi Stahlbrand', 'Christopher Marren', 'Tom Gerhardt', 'Amber Marshall', 'Venice Grant', 'Ana Danilina', 'Ingrid Johansson', 'Jeffrey Weedon', 'Melanie Tonello', 'Annabel Chu', 'Joey Jefferson', 'Heather Braaten', 'Joey Beck', 'Eric Morgan', 'Gene Pyrz', 'Torquil Colbo', 'Joan Moore', 'Peter C. Wylde', 'Garry Geddes', 'Dionne Renee', 'Janessa Crimi', 'Dan Ellery', 'Sharon Moore', 'Jo Chim', 'Bobby Prochaska', 'Jazz Mann', 'Larissa Gomes', 'Gregory White', 'Roman Podhora', 'Brian King', 'Rob Hall', 'Eric Mabius']",6.1,1267,29.880122,94.0,"As the city is locked down under quarantine, Alice joins a small band of elite soldiers, enlisted to rescue the missing daughter of the creator of the mutating T-virus. It's a heart-pounding race against time as the group faces off against hordes of blood- thirsty zombies, stealthy Lickers, mutant canines and the most sinister foe yet.","['martial arts', 'mutant', 'dystopia', 'rescue', 'conspiracy', 'evil corporation', 'zombie', 'based on video game']",Released,['English'],"['Impact Pictures', 'Constantin Film Ltd.']","['United Kingdom', 'United States of America', 'Germany', 'France', 'Canada']",45000000,129394835
1260,Resident Evil: Extinction,"['Horror', 'Action', 'Science Fiction']",2007-09-20,['Russell Mulcahy'],"['Milla Jovovich', 'Oded Fehr', 'Ali Larter', 'Iain Glen', 'Mike Epps', 'Ashanti', 'Spencer Locke', 'Matthew Marsden', 'Linden Ashby', ""Jason O'Mara"", 'Joe Hursley', 'James Tumminia', 'Madeline Carroll', 'Christopher Egan']",6.1,1292,12.06538,94.0,"Years after the Racoon City catastrophe, survivors travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against hordes of zombies and the evil Umbrella Corp.","['clone', 'mutant', 'post-apocalyptic', 'dystopia', 'conspiracy', 'evil corporation', 'zombie', 'based on video game']",Released,['English'],"['Impact Pictures', 'Davis-Films', 'Constantin Film Produktion', 'Resident Evil Productions']","['Australia', 'France', 'Germany', 'United Kingdom', 'United States of America']",45000000,148412065
1261,Return of the Jedi,"['Adventure', 'Action', 'Science Fiction']",1983-05-23,['Richard Marquand'],"['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Billy Dee Williams', 'Anthony Daniels', 'David Prowse', 'Kenny Baker', 'Peter Mayhew', 'Frank Oz', 'Ian McDiarmid', 'James Earl Jones', 'Sebastian Shaw', 'Alec Guinness', 'Warwick Davis', 'Caroline Blakiston', 'Michael Pennington', 'Kenneth Colley', 'Michael Carter', 'Denis Lawson', 'Tim Rose', 'Dermot Crowley', 'Jeremy Bulloch', 'Femi Taylor', 'Annie Arbogast', 'Claire Davenport', 'Jack Purvis', 'Mike Edmonds', 'Jane Busby', 'Malcolm Dixon', 'Mike Cottrell', 'Nicki Reade', 'Adam Bareham', 'Jonathan Oliver', 'Pip Miller', 'Tom Mannion', 'Margo Apostolos', 'Ray Armstrong', 'Eileen Baker', 'Michael Henbury Ballan', 'Bobby Bell', 'Patty Bell', 'Alan Bennett', 'Sarah Bennett', 'Pamela Betts', 'Danny Blackner', 'Linda Bowley', 'Peter Burroughs', 'Debbie Lee Carrington', 'Maureen Charlton', 'Willie Coppen', 'Sadie Corre', 'Tony Cox', 'John Cumming', ""Jean D'Agostino"", 'Luis De Jesus', 'Debbie Dixon', 'Margarita Fernández', 'Phil Fondacaro', 'Sal Fondacaro', 'Tony Friel', 'Daniel Frishman', 'John Ghavan', 'Michael Gilden', 'Paul Grant', 'Lydia Green', 'Lars Green', 'Pam Grizz', 'Andrew Herd', 'J.J. Jackson', 'Richard Jones', 'Trevor Jones', 'Glynn Jones', 'Karen Lay', 'John Lummiss', 'Nancy MacLean', 'Peter Mandell', 'Carole Morris', 'Stacie Nichols', 'Chris Nunn', ""Barbara O'Laughlin"", 'Brian Orenstein', 'Harrell Parker Jr.', 'John Pedrick', 'April Perkins', 'Ronnie Phillips', 'Katie Purvis', 'Carol Read', 'Nicholas Read', 'Diana Reynolds', 'Danielle Rodgers', 'Chris Romano', 'Dean Shackelford', 'Kiran Shah', 'Felix Silla', 'Linda Spriggs', 'Gerald Staddon', 'Josephine Staddon', 'Kevin Thompson', 'Kendra Wall', 'Brian Wheeler', 'Butch Wilhelm', 'Dalyn Chew', 'Celia Fushille-Burke', 'Mercedes Ngoh', 'Jennifer Jaffe', 'Mark Dodson', 'Simon J. Williamson', 'Richard Bonehill', 'David Gonzales', 'Barrie Holland', 'Peter Roy', 'Erik Bauersfeld', 'Mike Quinn', 'Bill Kipsang Rotich', 'Deep Roy', 'Alisa Berk', 'Hugh Spight', 'Swee Lim', 'Richard Robinson', 'Gerald Home', 'Phil Herbert', 'Tim Dry', 'Sean Crawford', 'Phil Tippett', 'Michael McCormick', 'Toby Philpott', 'David Alan Barclay', 'Larry Ward']",7.9,4665,46.509071,135.0,"As Rebel leaders map their strategy for an all-out attack on the Emperor's newer, bigger Death Star. Han Solo remains frozen in the cavernous desert fortress of Jabba the Hutt, the most loathsome outlaw in the universe, who is also keeping Princess Leia as a slave girl. Now a master of the Force, Luke Skywalker rescues his friends, but he cannot become a true Jedi Knight until he wages his own crucial battle against Darth Vader, who has sworn to win Luke over to the dark side of the Force.","['rebel', 'brother sister relationship', 'emperor', 'space battle', 'matter of life and death', 'spaceship', 'death star', 'jabba the hutt', 'ewoks', 'jedi', 'space opera']",Released,['English'],"['Lucasfilm', 'Twentieth Century Fox Film Corporation']",['United States of America'],32350000,572700000
1262,Return to Never Land,"['Adventure', 'Fantasy', 'Animation', 'Family']",2002-02-14,"['Robin Budd', 'Donovan Cook']","['Harriet Owen', 'Blayne Weaver', 'Jeff Bennett', 'Kath Soucie', 'Corey Burton', 'Corey Burton', 'Andrew McDonough', 'Roger Rees', 'Spencer Breslin', 'Bradley Pierce', 'Quinn Beswick', 'Aaron Spann']",6.1,290,15.341196,72.0,"The classic tale of 'Peter Pan' continues in Disney's sequel 'Return to Never Land'. In 1940 on a world besieged by World War II, Wendy, now grown up, has two children, one of them is her daughter, Jane.",['animation'],Released,['English'],"['Walt Disney Pictures', 'Walt Disney Television Animation', 'Walt Disney Animation Australia', 'DisneyToon Studios', 'Walt Disney Animation Canada']","['Australia', 'Canada', 'United States of America']",20000000,109862682
1263,Return to Oz,"['Adventure', 'Family', 'Fantasy']",1985-06-21,['Walter Murch'],"['Fairuza Balk', 'Nicol Williamson', 'Jean Marsh', 'Piper Laurie', 'Matt Clark', 'Sean Barrett', 'Denise Bryer', 'Brian Henson', 'Lyle Conway', 'Justin Case', 'John Alexander', 'Deep Roy', 'Emma Ridley']",6.7,120,5.650125,109.0,"Dorothy, saved from a psychiatric experiment by a mysterious girl, finds herself back in the land of her dreams, and makes delightful new friends, and dangerous new enemies.",['wizard of oz'],Released,['English'],"['Silver Screen Partners II', 'Oz Productions Ltd.']","['United Kingdom', 'United States of America']",25000000,11137801
1264,Revolutionary Road,"['Drama', 'Romance']",2008-12-19,['Sam Mendes'],"['Leonardo DiCaprio', 'Kate Winslet', 'Michael Shannon', 'Kathryn Hahn', 'David Harbour', 'Kathy Bates', 'Ty Simpkins', 'Ryan Simpkins', 'Richard Easton', 'Dylan Baker', 'Zoe Kazan', 'Max Casella', 'Jay O. Sanders', 'Kristen Connolly', 'John Behlmann', 'Max Baker', 'Keith Reddin', 'Dylan Clark Marshall', 'Marin Ireland']",6.7,796,20.360549,119.0,A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children. Based on a novel by Richard Yates.,"['adultery', 'jealousy', 'infidelity', 'career', 'marriage crisis', 'connecticut']",Released,['English'],"['DreamWorks SKG', 'Scott Rudin Productions', 'BBC Films', 'Neal Street Productions', 'Evamere Entertainment', 'Goldcrest Pictures']","['United Kingdom', 'United States of America']",35000000,75225693
1265,Riddick,"['Science Fiction', 'Action', 'Thriller']",2013-09-02,['David Twohy'],"['Vin Diesel', 'Karl Urban', 'Katee Sackhoff', 'Jordi Mollà', 'Bokeem Woodbine', 'Nolan Gerard Funk', 'Noah Danby', 'Keri Hilson', 'Neil Napier', 'Dave Bautista', 'Matthew Nable', 'Andreas Apergis', 'Raoul Max Trujillo', 'Conrad Pla', 'Danny Blanco Hall', 'Antoinette Kalaj']",6.2,2035,46.630062,119.0,"Betrayed by his own kind and left for dead on a desolate planet, Riddick fights for survival against alien predators and becomes more powerful and dangerous than ever before. Soon bounty hunters from throughout the galaxy descend on Riddick only to find themselves pawns in his greater scheme for revenge. With his enemies right where he wants them, Riddick unleashes a vicious attack of vengeance before returning to his home planet of Furya to save it from destruction.","['dystopia', 'revenge', 'alien', 'planet', 'imax']",Released,['English'],"['One Race Productions', 'Radar Pictures', 'Riddick Canada Productions']",['United States of America'],38000000,98337295
1266,Ride Along,"['Action', 'Comedy']",2014-01-07,['Tim Story'],"['Ice Cube', 'Kevin Hart', 'John Leguizamo', 'Bruce McGill', 'Tika Sumpter', 'Bryan Callen', 'Laurence Fishburne', 'Gary Owen', 'Jacob Latimore', 'Jay Pharoah', 'Benjamin Flores Jr.', 'Dragoș Bucur', 'Gary Weeks', 'Jasmine Burke', 'David Banner', 'Aaron Saxton', 'Lucius Baston', 'Tom Waite', 'Greg Rementer', 'Eric Benson', 'Anna House', 'Julie Gribble', 'John Kap', 'Anona Tolar', 'Dwayne L. Brown', 'Lou Anne Cooper', 'Keith Walters', 'James Logan', 'Chase Steven Anderson', 'Angie Stone', 'Emmanuel Hudson', 'Kenny Alfonso', 'Phillip DeVona', 'Omari Wallace', 'Sheena Kharazmi', 'Thida Penn', 'Mark Hicks', 'Joe Williams', 'William Neenan', 'Brian Oerly', 'William Horton', 'Eric Goins', 'Drew Goin', 'Elle Duncan', 'Jeff Rose']",6.1,853,28.468,99.0,"For the past two years, high-school security guard Ben has been trying to show decorated APD detective James that he's more than just a video-game junkie who's unworthy of James' sister, Angela. When Ben finally gets accepted into the academy, he thinks he's earned the seasoned policeman's respect and asks for his blessing to marry Angela. Knowing that a ride along will demonstrate if Ben has what it takes to take care of his sister, James invites him on a shift designed to scare the hell out of the trainee. But when the wild night leads them to the most notorious criminal in the city, James will find that his new partner's rapid-fire mouth is just as dangerous as the bullets speeding at it.","['police operation', 'police officer', 'brother-in-law brother-in-law relationship', 'duringcreditsstinger', 'black men']",Released,['English'],"['Universal Pictures', 'Rainforest Films', 'Cube Vision', 'Relativity Media']",['United States of America'],25000000,153997819
1267,Ride Along 2,"['Action', 'Comedy']",2016-01-14,['Tim Story'],"['Kevin Hart', 'Ice Cube', 'Olivia Munn', 'Tika Sumpter', 'Ken Jeong', 'Tyrese Gibson', 'Nadine Velazquez', 'Benjamin Bratt', 'Glen Powell', 'Sherri Shepherd', 'Utkarsh Ambudkar', 'Bruce McGill', 'Arturo del Puerto', 'Carlos Gómez', 'Robert Pralgo', 'Bresha Webb', 'James Martin Kelly', 'Eric Goins', 'Michael Rose', 'Michelle Pieroway', 'Shelby Courtney', 'Ricky Russert', 'Christopher Johnson', 'David J. Porras', 'Derek Carver', 'Jay Amor', 'Rey Hernandez', 'Rachel Faulkner', 'Liz Godwin', 'Yolanda Adams', 'Ana Ayora', 'Ace Marrero', 'Junes Zahdi', 'Freddie Poole', 'Donny Carrington', 'Jabari Simba', 'Henry Kingi', 'Jessica Bialick', 'Jennifer Badger', 'Christina De Leon', 'Josh Diogo', 'Shamea Morton', 'Peter Parente', 'Isabella Fleetwood', 'Andrew Ortega', 'Elizabeth Ramos', 'Jeremy Wayne Carley', ""D'Kia Anderson"", 'Stacey Bender', 'Tamila Bilalova', 'Massiel Checo', 'Hunter Denoyelles', 'Michelle Rose Domb', 'Mary Farah', 'Tracey Ferrara', 'Frenchi Firecracker', 'Chrystall Friedemann', 'Cindy Gold', 'Fatimah Hassan', 'Michelle Hayden', 'Lena Marie', 'Rebecca Olejniczak', 'Devanny Pinn', 'Heather L. Porter', 'Vanessa Rose Rivera', 'Yesse Rodriguez', 'Rick Ross', 'Masha Silberberg', 'T.I.', 'Maegan Vogel', 'Dwyane Wade', 'Heather Witherill']",6.1,555,25.136082,102.0,"As his wedding day approaches, Ben heads to Miami with his soon-to-be brother-in-law James to bring down a drug dealer who's supplying the dealers of Atlanta with product.","['police', 'sequel', 'police officer', 'brother-in-law brother-in-law relationship', 'black men', 'buddy film']",Released,['English'],"['Universal Pictures', 'Cube Vision', 'Will Packer Productions', 'Reel Chefs Catering']",['United States of America'],40000000,124827316
1268,Riding in Cars with Boys,"['Comedy', 'Drama', 'Romance']",2001-10-19,['Penny Marshall'],"['Drew Barrymore', 'Steve Zahn', 'Adam Garcia', 'Brittany Murphy', 'Logan Lerman', 'Susan Forristal', 'Lorraine Bracco', 'James Woods', 'Marisa Ryan', 'Maggie Gyllenhaal', 'Rosie Perez', 'Desmond Harrington', 'Sara Gilbert', 'Peter Facinelli', 'Paz de la Huerta', 'Mika Boorem', 'Skye McCole Bartusiak']",6.5,103,7.226115,132.0,"A single mother, with dreams of becoming a writer, has a son at the age of 15 in 1965, and goes through a failed marriage with the drug-addicted father.","['baby', 'becoming an adult', 'puberty', 'dream', 'drug addiction', 'wife', 'unwillingly pregnant', 'writer', 'youth', 'marriage problems', 'woman director']",Released,['English'],['Columbia Pictures'],['United States of America'],48000000,35743308
1269,Rio,"['Animation', 'Adventure', 'Comedy', 'Family']",2011-04-03,['Carlos Saldanha'],"['Jesse Eisenberg', 'Anne Hathaway', 'Leslie Mann', 'Jane Lynch', 'Will.i.am', 'Wanda Sykes', 'George Lopez', 'Jamie Foxx', 'Rodrigo Santoro', 'Jemaine Clement', 'Jake T. Austin', 'Tracy Morgan', 'Carlos Ponce']",6.5,2166,46.200042,96.0,"Captured by smugglers when he was just a hatchling, a macaw named Blu never learned to fly and lives a happily domesticated life in Minnesota with his human friend, Linda. Blu is thought to be the last of his kind, but when word comes that Jewel, a lone female, lives in Rio de Janeiro, Blu and Linda go to meet her. Animal smugglers kidnap Blu and Jewel, but the pair soon escape and begin a perilous adventure back to freedom -- and Linda.","['brazil', 'pet', 'bird', 'musical', 'canary', 'samba', 'animal', 'duringcreditsstinger', 'rio 1', 'río 1']",Released,"['English', 'Português']","['Blue Sky Studios', 'Twentieth Century Fox Animation']",['United States of America'],90000000,484635760
1270,Rio 2,"['Animation', 'Adventure', 'Comedy', 'Family']",2014-03-19,['Carlos Saldanha'],"['Jesse Eisenberg', 'Anne Hathaway', 'Leslie Mann', 'Jamie Foxx', 'Andy García', 'Bruno Mars', 'Jemaine Clement', 'Rodrigo Santoro', 'Jake T. Austin', 'Amandla Stenberg', 'Pierce Gagnon', 'Rita Moreno', 'Kristin Chenoweth', 'Tracy Morgan', 'Will.i.am', 'George Lopez', 'Rachel Crow', 'Bebel Gilberto', 'Jason Harris', 'Natalie Morales', 'Janelle Monae']",6.3,978,42.40024,102.0,"It's a jungle out there for Blu, Jewel and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel, and meets the most fearsome adversary of all: his father-in-law.","['bird', 'sequel', 'jungle', 'audition', 'amazon rainforest', 'parrots']",Released,"['English', 'Português']","['Blue Sky Studios', 'Twentieth Century Fox Animation']",['United States of America'],103000000,500188435
1271,Rise of the Guardians,"['Fantasy', 'Animation', 'Family']",2012-11-21,['Peter Ramsey'],"['Chris Pine', 'Alec Baldwin', 'Jude Law', 'Isla Fisher', 'Hugh Jackman', 'Dakota Goyo', 'Khamani Griffin', 'Kamil McFadden', 'Georgie Grieve', 'Emily Nordwind', 'Jacob Bertrand', 'Olivia Mattingly', 'Dominique Grund', 'April Lawrence', 'Ryan Crego', 'Ryan Crego']",7.1,1922,61.788035,97.0,"When an evil spirit known as Pitch lays down the gauntlet to take over the world, the immortal Guardians must join forces for the first time to protect the hopes, beliefs and imagination of children all over the world.","['dream', 'santa claus', 'nightmare', 'easter bunny', 'tooth fairy', 'jack frost', 'sandman', 'duringcreditsstinger']",Released,"['Français', 'English']",['DreamWorks Animation'],['United States of America'],145000000,306941670
1272,Rise of the Planet of the Apes,"['Thriller', 'Action', 'Drama', 'Science Fiction']",2011-08-03,['Rupert Wyatt'],"['James Franco', 'Freida Pinto', 'John Lithgow', 'Brian Cox', 'Tom Felton', 'Andy Serkis', 'David Oyelowo', 'Tyler Labine', 'Jamie Harris', 'Ty Olsson', 'David Hewlett', 'Chelah Horsdal', 'Jesse Reid', 'Joey Roche', 'Madison Bell', 'Makena Joy', 'B.J. Harrison', 'Mattie Hawkinson', 'Karin Konoval', 'Terry Notary', 'Richard Ridings', 'Christopher Gordon', 'Devyn Dalton', 'Jay Caputo', 'Leah Gibson', 'Tracy Spiridakos', 'Chris Shields', 'Lauren Watson']",7.0,4347,138.433168,105.0,"Scientist Will Rodman is determined to find a cure for Alzheimer's, the disease which has slowly consumed his father. Will feels certain he is close to a breakthrough and tests his latest serum on apes, noticing dramatic increases in intelligence and brain activity in the primate subjects – especially Caesar, his pet chimpanzee.","['intelligence', 'zoo', 'cage', 'dystopia', 'golden gate bridge', 'ape', 'monkey', 'medical research', ""alzheimer's disease""]",Released,['English'],"['Ingenious Film Partners', 'Ingenious Media', 'Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Dune Entertainment III', 'Chernin Entertainment', 'Big Screen Productions']",['United States of America'],93000000,482860185
1273,Road House,"['Action', 'Thriller']",1989-05-19,['Rowdy Herrington'],"['Patrick Swayze', 'Kelly Lynch', 'Sam Elliott', 'Ben Gazzara', 'Marshall R. Teague', 'Julie Michaels', 'Red West', 'Sunshine Parker', 'Kevin Tighe', 'John Doe', 'Kathleen Wilhoite', 'Travis McKenna', 'Roger Hewlett', 'Bob Jennings', 'Kym Malin', 'Jeff Healey', 'Gary Hudson', 'Joe Unger', 'Sheila Ryan', 'Keith David', 'Patricia Tallman', 'Heidi Paine', 'Jacklyn Palmer', 'Laura Albert', 'Christina Veronica', 'Jasae', 'Michele Burger', 'Terry Funk']",6.3,252,6.216203,114.0,"The Double Deuce is the meanest, loudest and rowdiest bar south of the Mason-Dixon Line, and Dalton (Patrick Swayze) has been hired to clean it up. He might not look like much, but the Ph.D.-educated bouncer proves he's more than capable -- busting the heads of troublemakers and turning the roadhouse into a jumping hot-spot. But Dalton's romance with the gorgeous Dr. Clay (Kelly Lynch) puts him on the bad side of cutthroat local big shot Brad Wesley (Ben Gazzara).","['new love', 'protection money', 'nightclub', 'rausschmeißer', 'revenge', 'hoodlum', 'brawl']",Released,"['English', 'Português']","['United Artists', 'Star Partners II Ltd.', 'Silver Pictures']",['United States of America'],15000000,30050028
