title,id,genres,release_date,vote_average,vote_count,popularity,runtime,overview,keywords,tagline,status,spoken_languages,production_companies,production_countries,budget,revenue
Triangle,26466,['Horror'],2009-10-16,6.9,612,25.496926,99.0,"The story revolves around the passengers of a yachting trip in the Atlantic Ocean who, when struck by mysterious weather conditions, jump to another ship only to experience greater havoc on the open seas.","['ocean', 'florida', 'autism', 'key', 'yacht', 'ax', 'ship', 'ghost ship', 'murder', 'time loop', 'masked killer', 'blood', 'storm', 'throat slitting', 'single mother', 'heavy rain', 'axe murder', 'caribbean', 'attempted strangulation']",A Passage to Hell,Released,['English'],"['Dan Films', 'UK Film Council', 'Pictures in Paradise', 'Pacific Film and Television Commission', 'Icon Entertainment International', 'Framestore', 'Triangle Films']","['Australia', 'United Kingdom']",12000000,0
Transformers,1858,"['Adventure', 'Science Fiction', 'Action']",2007-06-27,6.6,4040,25.468493,144.0,"Young teenager, Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.","['destroy', 'transformation', 'alien', 'based on toy', 'transformers', 'robot', 'duringcreditsstinger', 'teenage hero']",Their war. Our world.,Released,"['Español', 'English']","['Paramount Pictures', 'DreamWorks SKG', 'Amblin Entertainment', 'Di Bonaventura Pictures', 'Platinum Dunes', 'thinkfilm', 'SprocketHeads', 'Hasbro Studios', 'Revolution Sun Studios']",['United States of America'],150000000,709709780
Legally Blonde,8835,['Comedy'],2001-07-13,6.1,882,25.43954,96.0,"Elle Woods has it all. She's the president of her sorority, a Hawaiian Tropic girl, Miss June in her campus calendar, and, above all, a natural blonde. She dates the cutest fraternity boy on campus and wants nothing more than to be Mrs. Warner Huntington III. But, there's just one thing stopping Warner from popping the question: Elle is too blonde.","['harvard law school', 'black female judge', 'smart blonde', 'girl power']",Don't judge a book by its hair color!,Released,['English'],"['Marc Platt Productions', 'Metro-Goldwyn-Mayer (MGM)']",['United States of America'],18000000,141774679
The Cell,8843,"['Horror', 'Science Fiction', 'Thriller']",2000-08-17,6.0,436,25.413955,107.0,A psychotherapist journeys inside a comatose serial killer in the hopes of saving his latest victim.,"['drowning', 'therapist', 'virtual reality', 'serial killer', 'psychopathy', 'fbi agent']",Enter The Mind Of A Killer,Released,['English'],"['New Line Cinema', 'Avery Pix', 'Radical Media', 'Katira Productions GmbH & Co. KG', 'Caro-McLeod']","['Germany', 'United States of America']",33000000,104155843
Another Earth,55420,"['Drama', 'Science Fiction']",2011-07-22,6.8,527,25.402697,92.0,"On the night of the discovery of a duplicate Earth in the Solar system, an ambitious young student and an accomplished composer cross paths in a tragic accident.","['earth', 'tragedy', 'janitor', 'planet', 'duplicate', 'cosmology', 'ego', 'solar system']",NaN,Released,['English'],['Artists Public Domain'],['United States of America'],100000,1776935
Shanghai Noon,8584,"['Adventure', 'Action', 'Comedy', 'Western']",2000-05-26,6.2,735,25.400935,110.0,"Chon Wang, a clumsy imperial guard trails Princess Pei Pei when she is kidnapped from the Forbidden City and transported to America. Wang follows her captors to Nevada, where he teams up with an unlikely partner, outcast outlaw Roy O'Bannon, and tries to spring the princess from her imprisonment.","['princess', 'sioux', 'travel', 'rescue', 'native american', 'chinese', 'cowboy', 'duringcreditsstinger', '19th century']",The old west meets the far east.,Released,"['English', '普通话', 'Español']","['Spyglass Entertainment', 'Roger Birnbaum Productions', 'Touchstone Pictures']","['Hong Kong', 'United States of America']",55000000,56932305
"I Love You, Man",16538,['Comedy'],2009-03-20,6.5,515,25.391899,105.0,"Peter Klaven is a successful real estate agent who, upon getting engaged to the woman of his dreams, Zooey, discovers, to his dismay and chagrin, that he has no male friend close enough to serve as his Best Man. Peter immediately sets out to rectify the situation, embarking on a series of bizarre and awkward ""man-dates.""","['poker', 'bondage', 'duringcreditsstinger']",He needed a best man... He got the worst.,Released,['English'],"['The Montecito Picture Company', 'De Line Pictures', 'Bernard Gayle Productions']",['United States of America'],41000000,91636986
Blue Ruin,188166,"['Crime', 'Thriller']",2014-04-25,6.9,462,25.349758,90.0,The quiet life of a beach bum is upended by dreadful news. He sets off for his childhood home to carry out an act of vengeance but proves an inept assassin and finds himself in a brutal fight to protect his estranged family.,"['revenge', 'drifter', 'virginia', 'character study', 'neo-noir', 'visual storytelling', 'mumblegore']",Revenge comes home,Released,['English'],"['Film Science', 'The Lab Of Madness', 'Neighborhood Watch', 'Paradise City']",['United States of America'],0,258384
In Bruges,8321,"['Comedy', 'Drama', 'Crime']",2008-02-08,7.4,1388,25.329493,107.0,"Ray and Ken, two hit men, are in Bruges, Belgium, waiting for their next mission. While they are there they have time to think and discuss their previous assignment. When the mission is revealed to Ken, it is not what he expected.","['bruges belgium', 'town square', 'vietnamese', 'canadian stereotype', 'skinned alive', 'gruuthuse museum bruges']",Shoot first. Sightsee later.,Released,['English'],"['Blueprint Pictures', 'Scion Films', 'Film4', 'Focus Features', 'Twins Financing']","['United Kingdom', 'United States of America']",15000000,34533783
The Bélier Family,304410,"['Comedy', 'Drama', 'Music']",2014-12-17,7.0,766,25.302978,105.0,"The whole Bélier family is deaf, except for sixteen year old Paula who is the important translator in her parents' day to day life especially when it comes to matters concerning the family farm. When her music teacher discovers she has a fantastic singing voice and she gets an opportunity to enter a big Radio France contest the whole family's future is set up for big changes.","['deafness', 'music', 'coming of age', 'teenage girl', 'singing', 'family', 'sign language']",NaN,Released,['Français'],"['France 2 Cinéma', 'Mars Films', 'Nexus Factory', 'Umedia', 'Jerico', 'Vendôme Production', 'Quarante 12 Films']",['France'],11000000,0
The Awakening,77949,"['Horror', 'Thriller']",2011-08-17,6.3,458,25.30216,107.0,1921 England is overwhelmed by the loss and grief of World War I. Hoax exposer Florence Cathcart (Hall) visits a boarding school to explain sightings of a child ghost.,"['suicide', 'england', 'classroom', 'investigation', 'supernatural', 'murder', 'children', 'haunting', 'teacher', 'author', 'fear', 'estate', 'con', 'discovery', 'ghost', 'governess']",Sometimes dead does not mean gone.,Released,"['Français', 'English']","['BBC Films', 'Studio Canal', 'Creative Scotland', 'Origin Pictures', 'Lipsync Productions']",['United Kingdom'],4798235,209696
On Her Majesty's Secret Service,668,"['Adventure', 'Action', 'Thriller']",1969-12-12,6.5,456,25.289665,142.0,"James Bond tracks archnemesis Ernst Blofeld to a mountaintop retreat where he's training an army of beautiful but lethal women. Along the way, Bond falls for Italian contessa Tracy Draco -- and marries her in order to get closer to Blofeld. Meanwhile, he locates Blofeld in the Alps and embarks on a classic ski chase.","['london england', 'suicide', 'england', 'switzerland', 'secret identity', 'new identity', 'honeymoon', 'secret mission', 'secret organization', 'secret lab', 'villain', 'kilt', 'family history', 'title of nobility', 'snow storm', 'daughter', 'espionage', 'killer', 'british secret service', 'skiing', 'alps', 'aftercreditsstinger']",Far up! Far out! Far more! James Bond 007 is back!,Released,"['English', 'Deutsch']","['United Artists', 'Eon Productions', 'Danjaq']","['United Kingdom', 'United States of America']",6500000,81974493
Beverly Hills Cop II,96,"['Action', 'Comedy', 'Crime']",1987-05-18,6.1,613,25.28436,100.0,"Detroit cop, Axel Foley heads for the land of sunshine and palm trees to find out who shot police Captain Andrew Bogomil. Thanks to a couple of old friends, Axel's investigation uncovers a series of robberies masterminded by a heartless weapons kingpin – and the chase is on.","['smuggling of arms', 'detective', 'intensive care', 'undercover', 'strip club', 'armored car', 'investigation', 'police', 'swimming pool', 'sequel', 'shootout', 'gunfight', 'los angeles', 'explosion', 'violence', 'car chase', 'detroit', 'horse track', 'beverly hills', 'buddy cop', 'oil field', 'cement truck', 'playboy mansion', 'shooting range']",NaN,Released,['English'],"['Paramount Pictures', 'Eddie Murphy Productions', 'Don Simpson/Jerry Bruckheimer Films']",['United States of America'],20000000,299965036
A Cinderella Story,11247,['Comedy'],2004-07-10,6.1,713,25.28132,95.0,"Sam Montgomery is a tomboyish, unpopular girl at school. She has been text messaging a somebody named Nomad for a few months and he asks her to meet him at the Halloween dance at 11:00 in the middle of the dance floor. The only problem is, she must get back to the diner, ran by her wicked Stepmom Fiona by 12 sharp because she is not supposed to be there. Before Nomad can found out who she is, she must leave with her best friend, Carter driving her back to the diner. After that night, everything in Sam's life goes wacko!","['jealousy', 'cinderella', 'work', 'step mother', 'high school', 'school party', 'orphan', 'teenager', 'disguise', 'american football player', 'teenage romance', 'step sister', 'modern fairy tale']",Once upon a time... can happen any time.,Released,"['Český', 'English', 'Deutsch']","['Gaylord Films', 'Warner Bros.', 'Dylan Sellers Productions', 'Clifford Werber Productions']","['Canada', 'United States of America']",19000000,70067909
The Wave,7735,"['Drama', 'Thriller']",2008-03-11,7.5,841,25.281197,107.0,A school teacher discusses types of government with his class. His students find it too boring to repeatedly go over national socialism and believe that dictatorship cannot be established in modern Germany. He starts an experiment to show how easily the masses can become manipulated.,"['dictator', 'trainer', 'classroom', 'fascism', 'group dynamics', 'education', 'national socialism', 'training', 'squatter', 'anarchist', 'group', 'gymnasium', 'learning and teaching', 'violence in schools', 'homepage', 'social experiment']",Evil is something that you learn,Released,['Deutsch'],['Constantin Film Produktion'],['Germany'],7500000,19000000
The Life Aquatic with Steve Zissou,421,"['Adventure', 'Comedy', 'Drama']",2004-12-10,7.1,775,25.237969,119.0,Wes Anderson’s incisive quirky comedy build up stars complex characters like in ‘The Royal Tenenbaums’ with Bill Murray on in the leading role. An ocean adventure documentary film maker Zissou is put in all imaginable life situations and a tough life crisis as he attempts to make a new film about capturing the creature that caused him pain.,"['ocean', 'film making', 'loss of mother', 'cynic', 'red cap', 'ship']","The deeper you go, the weirder life gets.",Released,"['English', 'Íslenska', 'Português', 'Français', '', 'Deutsch', 'Italiano']","['Touchstone Pictures', 'American Empirical Pictures']",['United States of America'],50000000,34808403
A Time to Kill,1645,"['Crime', 'Drama', 'Thriller']",1996-07-24,7.0,509,25.219805,149.0,"A young lawyer defends a black man accused of murdering two men who raped his 10-year-old daughter, sparking a rebirth of the KKK.","['ku klux klan', 'rape', 'mississippi', 'jurors', 'blackmail', 'attempted murder', 'forgiveness', 'court', 'shooting', 'murder', 'suspense', 'lawyer', 'trial', 'courtroom', 'racial tension', 'kkk', 'racial issues', 'courtroom drama']",Experience a time you'll never forget.,Released,['English'],"['Regency Enterprises', 'Warner Bros.']",['United States of America'],40000000,152266007
